claim,Gaza,Gun Control,Racial Justice,Abortion,Immigration,Healthcare,Workers,Environment,Trump,LGBTplus,Musk
for democracy,0.0,,,,,,,,1.0,,1.0
for civil rights,0.0,,,,,,,,1.0,,1.0
against DOGE,0.0,,,,,,,,1.0,,1.0
against President Trump's mass firing of federal employees,0.0,,,,,,,,1.0,,1.0
against President Trump cutting funds to USAID,0.0,,,,,,,,1.0,,1.0
against President Trump's abuse of power,0.0,,,,,,,,1.0,,
for democracy,0.0,,,,,,,,1.0,,
for civil rights,0.0,,,,,,,,1.0,,
against Project 2025,0.0,,,,,,,,1.0,,
against President Trump's abuse of power,0.0,,,,,,,,1.0,,
for democracy,0.0,,,,,,,,1.0,,
for civil rights,0.0,,,,,,,,1.0,,
against President Trump's abuse of power,0.0,,,,,,,,1.0,,1.0
against Elon Musk,0.0,,,,,,,,1.0,,1.0
for democracy,0.0,,,,,,,,1.0,,1.0
for civil rights,0.0,,,,,,,,1.0,,1.0
against President Trump's abuse of power,0.0,,,,,,,,1.0,,1.0
against Elon Musk,0.0,,,,,,,,1.0,,1.0
for democracy,0.0,,,,,,,,1.0,,1.0
for civil rights,0.0,,,,,,,,1.0,,1.0
against President Trump's abuse of power,0.0,,,,,,,,1.0,,
against fascism,0.0,,,,,,,,1.0,,
for democracy,0.0,,,,,,,,1.0,,
for civil rights,0.0,,,,,,,,1.0,,
against President Trump's abuse of power,0.0,,,,,,,,1.0,,
for democracy,0.0,,,,,,,,1.0,,
for civil rights,0.0,,,,,,,,1.0,,
against President Trump's abuse of power,0.0,,,,,,,,1.0,,
for democracy,0.0,,,,,,,,1.0,,
for civil rights,0.0,,,,,,,,1.0,,
against President Trump's abuse of power,0.0,,,,,,,,1.0,,
for democracy,0.0,,,,,,,,1.0,,
for civil rights,0.0,,,,,,,,1.0,,
against President Trump's abuse of power,0.0,,,,,,,,1.0,,
for democracy,0.0,,,,,,,,1.0,,
for civil rights,0.0,,,,,,,,1.0,,
against Project 2025,0.0,,,,,,,,1.0,,
against President Trump's abuse of power,0.0,,,,,,,,1.0,,1.0
against Elon Musk,0.0,,,,,,,,1.0,,1.0
against President Trump's abuse of power,0.0,,,,,,,,1.0,,1.0
against Elon Musk,0.0,,,,,,,,1.0,,1.0
for democracy,0.0,,,,,,,,1.0,,1.0
for civil rights,0.0,,,,,,,,1.0,,1.0
against Project 2025,0.0,,,,,,,,1.0,,1.0
for ceasefire in Gaza,1.0,,,,,,,,,,
against genocide in Gaza,1.0,,,,,,,,,,
for Palestinian liberation,1.0,,,,,,,,,,
against President Trump's abuse of power,0.0,,,,,,,,1.0,,
for democracy,0.0,,,,,,,,1.0,,
for civil rights,0.0,,,,,,,,1.0,,
against Project 2025,0.0,,,,,,,,1.0,,
against President Trump's abuse of power,0.0,,,,,,,,1.0,,
for democracy,0.0,,,,,,,,1.0,,
for civil rights,0.0,,,,,,,,1.0,,
against Project 2025,0.0,,,,,,,,1.0,,
against President Trump's abuse of power,0.0,,,,,,,,1.0,,1.0
against Elon Musk,0.0,,,,,,,,1.0,,1.0
for democracy,0.0,,,,,,,,1.0,,1.0
for civil rights,0.0,,,,,,,,1.0,,1.0
against President Trump's abuse of power,0.0,,,,,,,,1.0,,1.0
against Elon Musk,0.0,,,,,,,,1.0,,1.0
for democracy,0.0,,,,,,,,1.0,,1.0
for civil rights,0.0,,,,,,,,1.0,,1.0
against Project 2025,0.0,,,,,,,,1.0,,1.0
against President Trump's abuse of power,0.0,,,,,,,,1.0,,
for democracy,0.0,,,,,,,,1.0,,
for civil rights,0.0,,,,,,,,1.0,,
against Project 2025,0.0,,,,,,,,1.0,,
against Elon Musk's unfettered access and control over federal matters,0.0,,,,,,1.0,,,,1.0
against the dismantling of federal institutions,0.0,,,,,,1.0,,,,1.0
against the mass firing of skilled federal workers,0.0,,,,,,1.0,,,,1.0
against President Trump's abuse of power,0.0,,,,,,,,1.0,,1.0
against Elon Musk,0.0,,,,,,,,1.0,,1.0
for democracy,0.0,,,,,,,,1.0,,1.0
for civil rights,0.0,,,,,,,,1.0,,1.0
against Project 2025,0.0,,,,,,,,1.0,,1.0
against President Trump's abuse of power,0.0,,,,,,,,1.0,,1.0
against Elon Musk,0.0,,,,,,,,1.0,,1.0
for democracy,0.0,,,,,,,,1.0,,1.0
for civil rights,0.0,,,,,,,,1.0,,1.0
against Project 2025,0.0,,,,,,,,1.0,,1.0
for ceasefire in Gaza,1.0,,,,,,,,,,
for Palestinian liberation,1.0,,,,,,,,,,
against President Trump's abuse of power,0.0,,,,,,,,1.0,,
for democracy,0.0,,,,,,,,1.0,,
for civil rights,0.0,,,,,,,,1.0,,
against Project 2025,0.0,,,,,,,,1.0,,
against President Trump's abuse of power,0.0,,,,,,,,1.0,,
for democracy,0.0,,,,,,,,1.0,,
for civil rights,0.0,,,,,,,,1.0,,
against President Trump's abuse of power,0.0,,,,,,,,1.0,,
for democracy,0.0,,,,,,,,1.0,,
for civil rights,0.0,,,,,,,,1.0,,
against immigrants' deportation and family separation,0.0,,,,1.0,,,,1.0,,
against ICE raids,0.0,,,,1.0,,,,1.0,,
against the Trump adminstration's racist policies,0.0,,,,1.0,,,,1.0,,
against racism,0.0,,1.0,,,,,,,,
against police brutality,0.0,,1.0,,,,,,,,
against President Trump's abuse of power,0.0,,,,1.0,,,,1.0,1.0,1.0
against Elon Musk,0.0,,,,1.0,,,,1.0,1.0,1.0
for democracy,0.0,,,,1.0,,,,1.0,1.0,1.0
for civil rights,0.0,,,,1.0,,,,1.0,1.0,1.0
for immigration rights,0.0,,,,1.0,,,,1.0,1.0,1.0
for LGBTQ+ rights,0.0,,,,1.0,,,,1.0,1.0,1.0
against President Trump's abuse of power,0.0,,,,,,,,1.0,,
for democracy,0.0,,,,,,,,1.0,,
for civil rights,0.0,,,,,,,,1.0,,
against Project 2025,0.0,,,,,,,,1.0,,
against President Trump's abuse of power,0.0,,,,,,,,1.0,,
for democracy,0.0,,,,,,,,1.0,,
for civil rights,0.0,,,,,,,,1.0,,
against Project 2025,0.0,,,,,,,,1.0,,
against President Trump's abuse of power,0.0,,,,,,,,1.0,,
for democracy,0.0,,,,,,,,1.0,,
for civil rights,0.0,,,,,,,,1.0,,
against Project 2025,0.0,,,,,,,,1.0,,
against President Trump's abuse of power,0.0,,,,,,,,1.0,,
for democracy,0.0,,,,,,,,1.0,,
for civil rights,0.0,,,,,,,,1.0,,
against Project 2025,0.0,,,,,,,,1.0,,
against President Trump's abuse of power,0.0,,,,,,,,1.0,,1.0
for democracy,0.0,,,,,,,,1.0,,1.0
against DOGE,0.0,,,,,,,,1.0,,1.0
against Musk,0.0,,,,,,,,1.0,,1.0
against President Trump's abuse of power,0.0,,,,,,,,1.0,,
for democracy,0.0,,,,,,,,1.0,,
,0.0,,,,,,,,1.0,,
against President Trump's abuse of power,0.0,,,,,,,,1.0,,
for democracy,0.0,,,,,,,,1.0,,
for civil rights,0.0,,,,,,,,1.0,,
against Project 2025,0.0,,,,,,,,1.0,,
for Palestinian liberation,1.0,,,,,,,,,,
for ceasefire in Gaza,1.0,,,,,,,,,,
for ending U.S. aid to Israel,1.0,,,,,,,,,,
against genocide in Gaza,1.0,,,,,,,,,,
against President Trump's abuse of power,0.0,,,,,,,,1.0,,
for democracy,0.0,,,,,,,,1.0,,
for civil rights,0.0,,,,,,,,1.0,,
against Project 2025,0.0,,,,,,,,1.0,,
against President Trump's abuse of power,0.0,,,,,,,,1.0,,
for democracy,0.0,,,,,,,,1.0,,
for civil rights,0.0,,,,,,,,1.0,,
against Project 2025,0.0,,,,,,,,1.0,,
against President Trump's abuse of power,0.0,,,,,,,,1.0,,
for democracy,0.0,,,,,,,,1.0,,
for civil rights,0.0,,,,,,,,1.0,,
against Project 2025,0.0,,,,,,,,1.0,,
against President Trump's abuse of power,0.0,,,,,,,,1.0,,1.0
against Elon Musk,0.0,,,,,,,,1.0,,1.0
for democracy,0.0,,,,,,,,1.0,,1.0
for civil rights,0.0,,,,,,,,1.0,,1.0
against Project 2025,0.0,,,,,,,,1.0,,1.0
against President Trump's abuse of power,0.0,,,,,,,,1.0,,
for democracy,0.0,,,,,,,,1.0,,
for civil rights,0.0,,,,,,,,1.0,,
against Project 2025,0.0,,,,,,,,1.0,,
against President Trump's abuse of power,0.0,,,,,,,,1.0,,
for democracy,0.0,,,,,,,,1.0,,
for civil rights,0.0,,,,,,,,1.0,,
against President Trump's abuse of power,0.0,,,,,,,,1.0,,1.0
against Elon Musk,0.0,,,,,,,,1.0,,1.0
against President Trump's abuse of power,0.0,,,,,,,,1.0,,
for democracy,0.0,,,,,,,,1.0,,
for civil rights,0.0,,,,,,,,1.0,,
against Project 2025,0.0,,,,,,,,1.0,,
against President Trump's abuse of power,0.0,,,,,,,,1.0,,1.0
against Elon Musk,0.0,,,,,,,,1.0,,1.0
against President Trump's abuse of power,0.0,,,,,,,,1.0,,
for democracy,0.0,,,,,,,,1.0,,
for civil rights,0.0,,,,,,,,1.0,,
against President Trump's abuse of power,0.0,,,,1.0,,,,1.0,,
for democracy,0.0,,,,1.0,,,,1.0,,
for immigrants' rights,0.0,,,,1.0,,,,1.0,,
against President Trump's abuse of power,0.0,,,,1.0,,,,1.0,,
for democracy,0.0,,,,1.0,,,,1.0,,
for immigrants' rights,0.0,,,,1.0,,,,1.0,,
against President Trump's abuse of power,0.0,,,,,,,,1.0,,
for democracy,0.0,,,,,,,,1.0,,
for civil rights,0.0,,,,,,,,1.0,,
against Project 2025,0.0,,,,,,,,1.0,,
against President Trump's abuse of power,0.0,,,,,,,,1.0,,1.0
against Elon Musk,0.0,,,,,,,,1.0,,1.0
for democracy,0.0,,,,,,,,1.0,,1.0
for civil rights,0.0,,,,,,,,1.0,,1.0
against President Trump's abuse of power,1.0,,,,1.0,,,,1.0,,
against President TrumpÃÂ¢ÃÂÃÂs ethnic cleansing plans for Gaza,1.0,,,,1.0,,,,1.0,,
for Tulane University to become a sanctuary campus for immigrant students,1.0,,,,1.0,,,,1.0,,
for Palestinian liberation,1.0,,,,1.0,,,,1.0,,
for permanent ceasefire in Gaza,1.0,,,,,,,,,,
for Palestinian liberation,1.0,,,,,,,,,,
against President Trump's abuse of power,0.0,,,,,,,,1.0,,
for democracy,0.0,,,,,,,,1.0,,
for civil rights,0.0,,,,,,,,1.0,,
against President Trump's abuse of power,0.0,,,,,,,,1.0,,
for democracy,0.0,,,,,,,,1.0,,
for civil rights,0.0,,,,,,,,1.0,,
against Project 2025,0.0,,,,,,,,1.0,,
against President Trump's abuse of power,0.0,,,,,,,,1.0,,1.0
against Elon Musk,0.0,,,,,,,,1.0,,1.0
for democracy,0.0,,,,,,,,1.0,,1.0
for civil rights,0.0,,,,,,,,1.0,,1.0
against President Trump's abuse of power,0.0,,,,,,,,1.0,,1.0
against Elon Musk,0.0,,,,,,,,1.0,,1.0
for democracy,0.0,,,,,,,,1.0,,1.0
for civil rights,0.0,,,,,,,,1.0,,1.0
against President Trump's abuse of power,0.0,,,,,,,,1.0,,
for democracy,0.0,,,,,,,,1.0,,
against President Trump's abuse of power,0.0,,,,,,,,1.0,,1.0
against Elon Musk's involvement in the U.S Federal government,0.0,,,,,,,,1.0,,1.0
against State Superintendent of Public Instruction Ryan Walters,0.0,,,,,,,,1.0,,1.0
against Governor Kevin Stitt,0.0,,,,,,,,1.0,,1.0
in support of a division of church and state in the federal government,0.0,,,,,,,,1.0,,1.0
against President Trump's abuse of power,0.0,,,,,,,,1.0,,
for democracy,0.0,,,,,,,,1.0,,
for civil rights,0.0,,,,,,,,1.0,,
against President Trump's abuse of power,0.0,,,,,,,,1.0,,
for democracy,0.0,,,,,,,,1.0,,
against President Trump's abuse of power,0.0,,,,,,,,1.0,,
for democracy,0.0,,,,,,,,1.0,,
against the potential closure of Bay County's Social Security Office,0.0,,,,,1.0,,,1.0,,
"against cuts to social security, medicare, and medicaid",0.0,,,,,1.0,,,1.0,,
for the protection of social services,0.0,,,,,1.0,,,1.0,,
for ceasefire in Gaza,1.0,,,,,,,,,,
against U.S. Representative Judy Chu's support for Israel,1.0,,,,,,,,,,
for ending U.S. military aid to Israel,1.0,,,,,,,,,,
for Palestinian liberation,1.0,,,,,,,,,,
against President Trump's abuse of power,0.0,,,,,,,,1.0,,
for democracy,0.0,,,,,,,,1.0,,
for civil rights,0.0,,,,,,,,1.0,,
for divesting University of Pennsylvania from Israel,1.0,,,,,,,,,,
against complicity in genocide in Gaza,1.0,,,,,,,,,,
for Palestinian liberation,1.0,,,,,,,,,,
against gentrification in Philadelphia,1.0,,,,,,,,,,
against President Trump's abuse of power,0.0,,,,,,,,1.0,,
for democracy,0.0,,,,,,,,1.0,,
for civil rights,0.0,,,,,,,,1.0,,
against Project 2025,0.0,,,,,,,,1.0,,
against President Trump's abuse of power,0.0,,,,,,,,1.0,,1.0
for democracy,0.0,,,,,,,,1.0,,1.0
against Arizona Senate Bill 1164 mandating that local law enforcement agencies enter into legal agreements codifying cooperation with ICE,0.0,,,,,,,,1.0,,1.0
against President Trump's abuse of power,0.0,,,,,,,,1.0,,
for democracy,0.0,,,,,,,,1.0,,
for civil rights,0.0,,,,,,,,1.0,,
against Project 2025,0.0,,,,,,,,1.0,,
against President Trump's abuse of power,0.0,,,,,,,,1.0,,
against the Trump administration,0.0,,,,,,,,1.0,,
against President Trump's abuse of power,0.0,,,,,,,,1.0,,1.0
for democracy,0.0,,,,,,,,1.0,,1.0
for civil rights,0.0,,,,,,,,1.0,,1.0
against President Trump's abuse of power,0.0,,,,,,,,1.0,,1.0
for democracy,0.0,,,,,,,,1.0,,1.0
for civil rights,0.0,,,,,,,,1.0,,1.0
against the Trump administration's federal spending cuts,0.0,,,,,,,,1.0,,
against President Trump's abuse of power,0.0,,,,,,,,1.0,,1.0
for democracy,0.0,,,,,,,,1.0,,1.0
for civil rights,0.0,,,,,,,,1.0,,1.0
against Project 2025,0.0,,,,,,,,1.0,,1.0
against President Trump's abuse of power,0.0,,,,,,,,1.0,,
for democracy,0.0,,,,,,,,1.0,,
against President Trump's abuse of power,0.0,,,,,,,,1.0,,
for democracy,0.0,,,,,,,,1.0,,
against President Trump's abuse of power,0.0,,,,,,,,1.0,,
for democracy,0.0,,,,,,,,1.0,,
against President Trump's abuse of power,0.0,,,,,,,,1.0,,
for democracy,0.0,,,,,,,,1.0,,
for civil rights,0.0,,,,,,,,1.0,,
against Project 2025,0.0,,,,,,,,1.0,,
against President Trump's abuse of power,0.0,,,,,,,,1.0,,
against Project 2025,0.0,,,,,,,,1.0,,
for democracy,0.0,,,,,,,,1.0,,
against President Trump's abuse of power,0.0,,,,,,,,1.0,,
for democracy,0.0,,,,,,,,1.0,,
for civil rights,0.0,,,,,,,,1.0,,
against DOGE,0.0,,,,,,,,1.0,,
against President Trump's abuse of power,0.0,,,,,,,,1.0,,1.0
fagainst Elon Musk,0.0,,,,,,,,1.0,,1.0
or democracy,0.0,,,,,,,,1.0,,1.0
for civil rights,0.0,,,,,,,,1.0,,1.0
against Project 2025,0.0,,,,,,,,1.0,,1.0
against President Trump's abuse of power,0.0,,,,,,,,1.0,,
for democracy,0.0,,,,,,,,1.0,,
for civil rights,0.0,,,,,,,,1.0,,
against Project 2025,0.0,,,,,,,,1.0,,
against President Trump's abuse of power,0.0,,,,,,,,1.0,,1.0
against Elon Musk's involvement in the U.S. Federal Government,0.0,,,,,,,,1.0,,1.0
against President Trump's abuse of power,0.0,,,,,,,,1.0,,1.0
for democracy,0.0,,,,,,,,1.0,,1.0
for civil rights,0.0,,,,,,,,1.0,,1.0
against Project 2025,0.0,,,,,,,,1.0,,1.0
against President Trump's abuse of power,0.0,,,,,,,,1.0,,
for democracy,0.0,,,,,,,,1.0,,
for civil rights,0.0,,,,,,,,1.0,,
against Project 2025,0.0,,,,,,,,1.0,,
against President Trump's abuse of power,0.0,,,,,,,,1.0,,
for democracy,0.0,,,,,,,,1.0,,
for civil rights,0.0,,,,,,,,1.0,,
against Project 2025,0.0,,,,,,,,1.0,,
against President Trump's abuse of power,0.0,,,,,,,,1.0,,1.0
for democracy,0.0,,,,,,,,1.0,,1.0
for civil rights,0.0,,,,,,,,1.0,,1.0
against President Trump's abuse of power,0.0,,,,,,,,1.0,,
for democracy,0.0,,,,,,,,1.0,,
for civil rights,0.0,,,,,,,,1.0,,
against Project 2025,0.0,,,,,,,,1.0,,
against President Trump's abuse of power,0.0,,,,,,,,1.0,,
for democracy,0.0,,,,,,,,1.0,,
for civil rights,0.0,,,,,,,,1.0,,
against Project 2025,0.0,,,,,,,,1.0,,
against President Trump's abuse of power,0.0,,,,,,,,1.0,,
for democracy,0.0,,,,,,,,1.0,,
for civil rights,0.0,,,,,,,,1.0,,
against Project 2025,0.0,,,,,,,,1.0,,
against President Trump's abuse of power,0.0,,,,,,,,1.0,,
for democracy,0.0,,,,,,,,1.0,,
for civil rights,0.0,,,,,,,,1.0,,
against Project 2025,0.0,,,,,,,,1.0,,
against President Trump's abuse of power,0.0,,,,,,,,1.0,,
for democracy,0.0,,,,,,,,1.0,,
for civil rights,0.0,,,,,,,,1.0,,
against Project 2025,0.0,,,,,,,,1.0,,
against the Trump Administration's abuse of power,0.0,,,,,,,,1.0,,
against President Trump's abuse of power,0.0,,,,,,,,1.0,,
for democracy,0.0,,,,,,,,1.0,,
for civil rights,0.0,,,,,,,,1.0,,
against Project 2025,0.0,,,,,,,,1.0,,
against President Trump's abuse of power,0.0,,,,,,,,1.0,,
for democracy,0.0,,,,,,,,1.0,,
for civil rights,0.0,,,,,,,,1.0,,
against Project 2025,0.0,,,,,,,,1.0,,
against President Trump's abuse of power,0.0,,,,1.0,,,1.0,1.0,1.0,
for democracy,0.0,,,,1.0,,,1.0,1.0,1.0,
for civil rights,0.0,,,,1.0,,,1.0,1.0,1.0,
against Project 2025,0.0,,,,1.0,,,1.0,1.0,1.0,
for immigration rights,0.0,,,,1.0,,,1.0,1.0,1.0,
for LGBTQ rights,0.0,,,,1.0,,,1.0,1.0,1.0,
in support of climate action,0.0,,,,1.0,,,1.0,1.0,1.0,
against President Trump's abuse of power,0.0,,,,,,,,1.0,,1.0
for democracy,0.0,,,,,,,,1.0,,1.0
for civil rights,0.0,,,,,,,,1.0,,1.0
against Elon Musk's role in influencing President Trump,0.0,,,,,,,,1.0,,1.0
against the Department of Governmental Efficiency,0.0,,,,,,,,1.0,,1.0
against President Trump's abuse of power,0.0,,,,,,,,1.0,,1.0
against Elon Musk,0.0,,,,,,,,1.0,,1.0
for democracy,0.0,,,,,,,,1.0,,1.0
for civil rights,0.0,,,,,,,,1.0,,1.0
against President Trump's abuse of power,0.0,,,,,,,,1.0,,1.0
against Elon Musk,0.0,,,,,,,,1.0,,1.0
for democracy,0.0,,,,,,,,1.0,,1.0
for civil rights,0.0,,,,,,,,1.0,,1.0
against President Trump's abuse of power,0.0,,,,,,,,1.0,,1.0
against Elon Musk,0.0,,,,,,,,1.0,,1.0
for democracy,0.0,,,,,,,,1.0,,1.0
for civil rights,0.0,,,,,,,,1.0,,1.0
against President Trump's abuse of power,0.0,,,,,,,,1.0,,
for democracy,0.0,,,,,,,,1.0,,
,0.0,,,,,,,,1.0,,
against Representative David Schweikert's lack of action against Elon Musk,0.0,,,,,,,,,,1.0
against Elon Musk,0.0,,,,,,,,,,1.0
against DOGE,0.0,,,,,,,,,,1.0
against the dismantling of USAID,0.0,,,,,,,,,,1.0
against President Trump's abuse of power,0.0,,,,,,,,1.0,,
"against federal layoffs at the VA, USFS, CDC, FAA, EPA, IRS",0.0,,,,,,,,1.0,,
for democracy,0.0,,,,,,,,1.0,,
for civil rights,0.0,,,,,,,,1.0,,
against President Trump's abuse of power,0.0,,,,,,,,1.0,,1.0
for democracy,0.0,,,,,,,,1.0,,1.0
against the Trump administration,0.0,,,,,,,,1.0,,1.0
against facism,0.0,,,,,,,,1.0,,1.0
against President Trump's abuse of powr,0.0,,,,,,,,1.0,,
against President Trump laying off thousands of federal employees,0.0,,,,,,,,1.0,,
for protections for public services,0.0,,,,,,,,1.0,,
against President Trump's abuse of power,0.0,,,,,,,,1.0,1.0,1.0
for democracy,0.0,,,,,,,,1.0,1.0,1.0
against Project 2025,0.0,,,,,,,,1.0,1.0,1.0
for LGBTQ,0.0,,,,,,,,1.0,1.0,1.0
for diversity,0.0,,,,,,,,1.0,1.0,1.0
against President Trump's abuse of power,0.0,,,,,,,,1.0,,
against the Trump administration,0.0,,,,,,,,1.0,,
against President Trump's abuse of power,0.0,,,,,,,,1.0,,
against the Trump administration,0.0,,,,,,,,1.0,,
against President Trump's abuse of power,0.0,,,,,,,,1.0,,
for democracy,0.0,,,,,,,,1.0,,
against Project 2025,0.0,,,,,,,,1.0,,
against inhumane conditions for migrant detainees in Tacoma Northwest Detention Center,0.0,,,,1.0,,,,,,
for freeing all detained migrants,0.0,,,,1.0,,,,,,
for abolishing ICE,0.0,,,,1.0,,,,,,
against President Trump's abuse of power,0.0,,,,,,,,1.0,,
for democracy,0.0,,,,,,,,1.0,,
against Project 2025,0.0,,,,,,,,1.0,,
against President Trump's abuse of power,0.0,,,,,,,,1.0,,
for democracy,0.0,,,,,,,,1.0,,
against Project 2025,0.0,,,,,,,,1.0,,
against President Trump's abuse of power,0.0,,,,,,,,1.0,,
for democracy,0.0,,,,,,,,1.0,,
for civil rights,0.0,,,,,,,,1.0,,
against Project 2025,0.0,,,,,,,,1.0,,
against President Trump's abuse of power,0.0,,,,,,,,1.0,,
for democracy,0.0,,,,,,,,1.0,,
for civil rights,0.0,,,,,,,,1.0,,
against Project 2025,0.0,,,,,,,,1.0,,
against President Trump's abuse of power,0.0,,,,,,,,1.0,,1.0
against Elon Musk's involvement in the U.S. Federal Government,0.0,,,,,,,,1.0,,1.0
against President Trump's abuse of power,0.0,,,,,,,,1.0,,
for democracy,0.0,,,,,,,,1.0,,
for civil rights,0.0,,,,,,,,1.0,,
against Project 2025,0.0,,,,,,,,1.0,,
for justice for jailed or imprisoned J6 participants,0.0,,,,,,,,,,
for patriotism,0.0,,,,,,,,,,
for Christian values,0.0,,,,,,,,,,
against President Trump's abuse of power,0.0,,,,,,,,1.0,,
against a change in leadership at the Kennedy Performing Arts Center,0.0,,,,,,,,1.0,,
against President Trump assigning himeslf role of president of the Kennedy Center,0.0,,,,,,,,1.0,,
against President Trump's abuse of power,0.0,,,,,,1.0,,1.0,,
for Federal workers,0.0,,,,,,1.0,,1.0,,
against Federal funding cuts,0.0,,,,,,1.0,,1.0,,
against President Trump's abuse of power,0.0,,,,,,,,1.0,,
for democracy,0.0,,,,,,,,1.0,,
for civil rights,0.0,,,,,,,,1.0,,
against Project 2025,0.0,,,,,,,,1.0,,
for protecting rights,0.0,,,,,,,,1.0,,1.0
against Elon Musks's role in government,0.0,,,,,,,,1.0,,1.0
against President Trump's abuse of power,0.0,,,,,,,,1.0,,1.0
against the Trump administration,0.0,,,,,,,,1.0,,
against President Trump's policies,0.0,,,,,,,,1.0,,
against President Trump's abuse of power,0.0,,,,,,,,1.0,,
against Project 2025,0.0,,,,,,,,1.0,,
for democracy,0.0,,,,,,,,1.0,,
against President Trump's abuse of power,0.0,,,,,,,,1.0,,
for democracy,0.0,,,,,,,,1.0,,
for civil rights,0.0,,,,,,,,1.0,,
against Project 2025,0.0,,,,,,,,1.0,,
against President Trump's abuse of power,0.0,,,,1.0,,,,1.0,,
for democracy,0.0,,,,1.0,,,,1.0,,
against mass deportation of immigrants,0.0,,,,1.0,,,,1.0,,
against dismantling USAID,0.0,,,,1.0,,,,1.0,,
against President Trump's abuse of power,0.0,,,,,,,,1.0,,
for democracy,0.0,,,,,,,,1.0,,
against layoffs of U.S. Forest Service and National Park Service employees,0.0,,,,,,,,,,
against President Trump's abuse of power,0.0,,,,,,,,1.0,,1.0
for democracy,0.0,,,,,,,,1.0,,1.0
against Elon Musk,0.0,,,,,,,,1.0,,1.0
against DOGE,0.0,,,,,,,,1.0,,1.0
against President Trump's mass layoffs of federal employees,0.0,,,,,,,,1.0,,1.0
against layoffs of of CDC workers,0.0,,,,,,1.0,,1.0,,
against Trump administration's federal employee cuts,0.0,,,,,,1.0,,1.0,,
for ceasefire in Gaza,1.0,,,,,,,,,,
for Palestinian liberation,1.0,,,,,,,,,,
against genocide in Gaza,1.0,,,,,,,,,,
against Israel's attacks on Lebanon,1.0,,,,,,,,,,
for Palestinian liberation,1.0,,,,,,,,,,
for amnesty for all eight students who were involved with the Palestine solidarity encampment at Bowdoin College,1.0,,,,,,,,,,
for Palestinian liberation,1.0,,,,,,,,,,
for better working conditions for corrections officers at Cayuga Correctional Facility and others in NY,0.0,,,,,,,,,,
for higher pay for corrections officers,0.0,,,,,,,,,,
for more staffing in correctional facilities,0.0,,,,,,,,,,
against the HALT act,0.0,,,,,,,,,,
against mass firings of federal EPA region 5 employees and other federal employees in Chicago,0.0,,,,,,,,1.0,,1.0
against the Trump administration,0.0,,,,,,,,1.0,,1.0
for a larger meeting space for members of the Black Student Union,0.0,,,,,,1.0,,,,
for student representation in funding matters,0.0,,,,,,1.0,,,,
against genocide in Gaza,1.0,,,,,,,,,,
for Palestinian liberation,1.0,,,,,,,,,,
for Palestinian liberation,1.0,,,,,,,,,,
against genocide in Gaza,1.0,,,,,,,,,,
for Palestinian liberation,1.0,,,,,,,,,,
for divesting Dartmouth College from Israel,1.0,,,,,,,,,,
for Palestinian liberation,1.0,,,,,,,,,,
against Huntington Beach City Council displaying a MAGA plaque at a public library,0.0,,1.0,,,,,,1.0,,
against Donald Trump,0.0,,1.0,,,,,,1.0,,
against racism,0.0,,1.0,,,,,,1.0,,
for increased wages and shift availability for fast food workers,0.0,,,,,,1.0,,,,
against racism,0.0,,1.0,,,,,,,,
against police brutality,0.0,,1.0,,,,,,,,
in solidarity with Israel,1.0,,,,,,,,,,
against pro-Palestinian protesters,1.0,,,,,,,,,,
for Palestinian liberation,1.0,,,,,,,,,,
against suspension of Students for Justice in Palestine at UCLA organization,1.0,,,,,,,,,,
for divestment from companies associated with Israeli military,1.0,,,,,,,,,,
for ceasefire in Gaza,1.0,,,,,,,,,,
for peace,1.0,,,,,,,,,,
for Palestinian liberation,1.0,,,,,,,,,,
for Palestinian liberation,1.0,,,,,,,,,,
for ceasefire in Gaza,1.0,,,,,,,,,,
for ending U.S. aid to Israel,1.0,,,,,,,,,,
against genocide in Gaza,1.0,,,,,,,,,,
for arms embargo on Israel,1.0,,,,,,,,,,
against genocide in Gaza,1.0,,,,,,,,,,
for Palestinian liberation,1.0,,,,,,,,,,
against Fox News,0.0,,,,,,,,1.0,,
against Donald Trump,0.0,,,,,,,,1.0,,
for democracy,0.0,,,,,,,,1.0,,
against a New York real estate event promoting the sale of Palestinian property on settlements in the occupied West Bank,1.0,,,,,,,,,,
for Palestinian liberation,1.0,,,,,,,,,,
in solidarity with Israel,1.0,,,,,,,,,,
against pro-Palestinian protesters,1.0,,,,,,,,,,
for permanent ceasefire in Gaza,1.0,,,,,,,,,,
for Palestinian liberation,1.0,,,,,,,,,,
"against Idaho State University's decision to eliminate several diversity, equity and inclusion programs",0.0,,,,,,,,,,
for ceasefire in Gaza,1.0,,,,,,,,,,
for Palestinian liberation,1.0,,,,,,,,,,
"for fair pay for graduate student workers, for fair unionization process",0.0,,,,,,1.0,,,,
against President Trump's attempts to defund public services,0.0,,,,,1.0,,,1.0,1.0,
for funding for services such as education and healthcare,0.0,,,,,1.0,,,1.0,1.0,
against President Trump's administrative order,0.0,,,,,1.0,,,1.0,1.0,
for transgender rights,0.0,,,,,1.0,,,1.0,1.0,
"for fair contracts for federal workers unions, including postal workers and veterans affairs workers",0.0,,,,,,1.0,,,,
in solidarity with undocumented communities,0.0,,,,1.0,,,,,,
for immigrant rights,0.0,,,,1.0,,,,,,
